Time(sec)	Level	Setpoint	%Valve Output	Temp.	Setpoint	%Power to Heater
 40.70	 11.71	  5.00	 54.00	 31.28	 30.00	  0.00
 40.80	 10.90	  5.00	 54.00	 31.27	 30.00	  0.00
 40.90	 10.93	  5.00	 54.00	 31.24	 30.00	  0.00
 41.00	 12.22	  5.00	 54.00	 31.22	 30.00	  0.00
 41.10	 12.24	  5.00	 54.00	 31.27	 30.00	  0.00
 41.20	 12.26	  5.00	 54.00	 31.33	 30.00	  0.00
 41.30	 12.28	  5.00	 54.00	 31.33	 30.00	  0.00
 41.40	 12.30	  5.00	 54.00	 31.32	 30.00	  0.00
 41.50	 13.71	  5.00	 54.00	 31.34	 30.00	  0.00
 41.60	 12.59	  5.00	 54.00	 31.34	 30.00	  0.00
 41.70	 11.36	  5.00	 54.00	 31.30	 30.00	  0.00
 41.80	 12.21	  5.00	 54.00	 31.30	 30.00	  0.00
 41.90	 12.24	  5.00	 54.00	 31.32	 30.00	  0.00
 42.00	 12.25	  5.00	 54.00	 31.32	 30.00	  0.00
 42.10	 12.27	  5.00	 54.00	 31.28	 30.00	  0.00
 42.20	 12.29	  5.00	 54.00	 31.20	 30.00	  0.00
 42.30	 12.30	  5.00	 54.00	 31.21	 30.00	  0.00
 42.40	 12.31	  5.00	 54.00	 31.23	 30.00	  0.00
 42.50	 12.31	  5.00	 54.00	 31.21	 30.00	  0.00
 42.60	 12.93	  5.00	 54.00	 31.21	 30.00	  0.00
 42.70	 14.18	  5.00	 54.00	 31.23	 30.00	  0.00
 42.80	 14.18	  5.00	 54.00	 31.22	 30.00	  0.00
 42.90	 14.19	  5.00	 54.00	 31.23	 30.00	  0.00
 43.00	 14.19	  5.00	 54.00	 31.23	 30.00	  0.00
 43.10	 14.20	  5.00	 54.00	 31.23	 30.00	  0.00
 43.20	 14.21	  5.00	 54.00	 31.28	 30.00	  0.00
 43.30	 14.23	  5.00	 54.00	 31.30	 30.00	  0.00
 43.40	 14.24	  5.00	 54.00	 31.29	 30.00	  0.00
 43.50	 14.26	  5.00	 54.00	 31.30	 30.00	  0.00
 43.60	 14.81	  5.00	 54.00	 31.30	 30.00	  0.00
 43.70	 14.82	  5.00	 54.00	 31.28	 30.00	  0.00
 43.80	 14.84	  5.00	 54.00	 31.32	 30.00	  0.00
 43.90	 13.50	  5.00	 54.00	 31.32	 30.00	  0.00
 44.00	 12.25	  5.00	 54.00	 31.31	 30.00	  0.00
 44.10	 12.27	  5.00	 54.00	 31.30	 30.00	  0.00
 44.20	 12.28	  5.00	 54.00	 31.34	 30.00	  0.00
 44.30	 12.30	  5.00	 54.00	 31.30	 30.00	  0.00
 44.40	 12.32	  5.00	 54.00	 31.29	 30.00	  0.00
 44.50	 12.34	  5.00	 54.00	 31.30	 30.00	  0.00
 44.60	 12.35	  5.00	 54.00	 31.28	 30.00	  0.00
 44.70	 11.19	  5.00	 54.00	 31.29	 30.00	  0.00
 44.80	 11.23	  5.00	 54.00	 31.24	 30.00	  0.00
 44.90	 12.62	  5.00	 54.00	 31.25	 30.00	  0.00
 45.00	 13.92	  5.00	 54.00	 31.27	 30.00	  0.00
 45.10	 13.96	  5.00	 54.00	 31.28	 30.00	  0.00
 45.20	 14.01	  5.00	 54.00	 31.27	 30.00	  0.00
 45.30	 14.05	  5.00	 54.00	 31.27	 30.00	  0.00
 45.40	 14.08	  5.00	 54.00	 31.27	 30.00	  0.00
 45.50	 14.12	  5.00	 54.00	 31.27	 30.00	  0.00
 45.60	 14.15	  5.00	 54.00	 31.29	 30.00	  0.00
 45.70	 15.37	  5.00	 54.00	 31.27	 30.00	  0.00
 45.80	 15.38	  5.00	 54.00	 31.27	 30.00	  0.00
 45.90	 14.21	  5.00	 54.00	 31.28	 30.00	  0.00
 46.00	 14.22	  5.00	 54.00	 31.27	 30.00	  0.00
 46.10	 14.23	  5.00	 54.00	 31.25	 30.00	  0.00
 46.20	 14.24	  5.00	 54.00	 31.25	 30.00	  0.00
 46.30	 14.26	  5.00	 54.00	 31.24	 30.00	  0.00
 46.40	 14.28	  5.00	 54.00	 31.25	 30.00	  0.00
 46.50	 14.31	  5.00	 54.00	 31.25	 30.00	  0.00
 46.60	 14.34	  5.00	 54.00	 31.24	 30.00	  0.00
 46.70	 14.23	  5.00	 54.00	 31.25	 30.00	  0.00
 46.80	 14.27	  5.00	 54.00	 31.25	 30.00	  0.00
 46.90	 15.49	  5.00	 54.00	 31.21	 30.00	  0.00
 47.00	 15.49	  5.00	 54.00	 31.23	 30.00	  0.00
 47.10	 14.44	  5.00	 54.00	 31.24	 30.00	  0.00
 47.20	 13.48	  5.00	 54.00	 31.23	 30.00	  0.00
 47.30	 12.58	  5.00	 54.00	 31.25	 30.00	  0.00
 47.40	 12.59	  5.00	 54.00	 31.26	 30.00	  0.00
 47.50	 12.60	  5.00	 54.00	 31.24	 30.00	  0.00
 47.60	 12.60	  5.00	 54.00	 31.26	 30.00	  0.00
 47.70	 11.66	  5.00	 54.00	 31.26	 30.00	  0.00
 47.80	 11.66	  5.00	 54.00	 31.27	 30.00	  0.00
 47.90	 10.54	  5.00	 54.00	 31.30	 30.00	  0.00
 48.00	 10.57	  5.00	 54.00	 31.26	 30.00	  0.00
 48.10	 11.65	  5.00	 54.00	 31.26	 30.00	  0.00
 48.20	 12.64	  5.00	 54.00	 31.27	 30.00	  0.00
 48.30	 13.56	  5.00	 54.00	 31.27	 30.00	  0.00
 48.40	 13.57	  5.00	 54.00	 31.25	 30.00	  0.00
 48.50	 13.58	  5.00	 54.00	 31.28	 30.00	  0.00
 48.60	 13.59	  5.00	 54.00	 31.27	 30.00	  0.00
 48.70	 14.69	  5.00	 54.00	 31.31	 30.00	  0.00
 48.80	 14.58	  5.00	 54.00	 31.31	 30.00	  0.00
 48.90	 15.72	  5.00	 54.00	 31.32	 30.00	  0.00
 49.00	 14.60	  5.00	 54.00	 31.34	 30.00	  0.00
 49.10	 14.62	  5.00	 54.00	 31.37	 30.00	  0.00
 49.20	 14.63	  5.00	 54.00	 31.36	 30.00	  0.00
 49.30	 14.65	  5.00	 54.00	 31.35	 30.00	  0.00
 49.40	 14.66	  5.00	 54.00	 31.36	 30.00	  0.00
 49.50	 14.68	  5.00	 54.00	 31.33	 30.00	  0.00
 49.60	 14.69	  5.00	 54.00	 31.33	 30.00	  0.00
 49.70	 14.58	  5.00	 54.00	 31.29	 30.00	  0.00
 49.80	 14.72	  5.00	 54.00	 31.30	 30.00	  0.00
 49.90	 14.76	  5.00	 54.00	 31.30	 30.00	  0.00
 50.00	 14.91	  5.00	 54.00	 31.32	 30.00	  0.00
 50.10	 14.93	  5.00	 54.00	 31.30	 30.00	  0.00
 50.20	 14.97	  5.00	 54.00	 31.33	 30.00	  0.00
 50.30	 15.00	  5.00	 54.00	 31.31	 30.00	  0.00
 50.40	 15.04	  5.00	 54.00	 31.31	 30.00	  0.00
 50.50	 15.07	  5.00	 54.00	 31.32	 30.00	  0.00
 50.60	 15.11	  5.00	 54.00	 31.31	 30.00	  0.00
 50.70	 14.03	  5.00	 54.00	 31.32	 30.00	  0.00
 50.80	 14.05	  5.00	 54.00	 31.31	 30.00	  0.00
 50.90	 14.08	  5.00	 54.00	 31.32	 30.00	  0.00
 51.00	 15.12	  5.00	 54.00	 31.33	 30.00	  0.00
 51.10	 13.90	  5.00	 54.00	 31.29	 30.00	  0.00
 51.20	 13.93	  5.00	 54.00	 31.23	 30.00	  0.00
 51.30	 13.96	  5.00	 54.00	 31.27	 30.00	  0.00
 51.40	 14.00	  5.00	 54.00	 31.26	 30.00	  0.00
 51.50	 14.03	  5.00	 54.00	 31.24	 30.00	  0.00
 51.60	 14.05	  5.00	 54.00	 31.25	 30.00	  0.00
 51.70	 15.17	  5.00	 54.00	 31.30	 30.00	  0.00
 51.80	 15.19	  5.00	 54.00	 31.31	 30.00	  0.00
 51.90	 14.05	  5.00	 54.00	 31.30	 30.00	  0.00
 52.00	 13.03	  5.00	 54.00	 31.28	 30.00	  0.00
 52.10	 14.29	  5.00	 54.00	 31.34	 30.00	  0.00
 52.20	 14.30	  5.00	 54.00	 31.39	 30.00	  0.00
 52.30	 14.30	  5.00	 54.00	 31.36	 30.00	  0.00
 52.40	 14.30	  5.00	 54.00	 31.38	 30.00	  0.00
 52.50	 14.30	  5.00	 54.00	 31.40	 30.00	  0.00
 52.60	 14.31	  5.00	 54.00	 31.40	 30.00	  0.00
 52.70	 12.83	  5.00	 54.00	 31.38	 30.00	  0.00
 52.80	 11.75	  5.00	 54.00	 31.35	 30.00	  0.00
 52.90	 11.36	  5.00	 54.00	 31.36	 30.00	  0.00
 53.00	 12.40	  5.00	 54.00	 31.35	 30.00	  0.00
 53.10	 12.40	  5.00	 54.00	 31.32	 30.00	  0.00
 53.20	 12.42	  5.00	 54.00	 31.28	 30.00	  0.00
 53.30	 12.43	  5.00	 54.00	 31.29	 30.00	  0.00
 53.40	 12.44	  5.00	 54.00	 31.28	 30.00	  0.00
 53.50	 12.45	  5.00	 54.00	 31.28	 30.00	  0.00
 53.60	 12.46	  5.00	 54.00	 31.33	 30.00	  0.00
 53.70	 12.99	  5.00	 54.00	 31.28	 30.00	  0.00
 53.80	 14.10	  5.00	 54.00	 31.29	 30.00	  0.00
 53.90	 15.66	  5.00	 54.00	 31.29	 30.00	  0.00
 54.00	 15.68	  5.00	 54.00	 31.28	 30.00	  0.00
 54.10	 15.70	  5.00	 54.00	 31.27	 30.00	  0.00
 54.20	 15.72	  5.00	 54.00	 31.30	 30.00	  0.00
 54.30	 15.77	  5.00	 54.00	 31.31	 30.00	  0.00
 54.40	 15.80	  5.00	 54.00	 31.31	 30.00	  0.00
 54.50	 15.83	  5.00	 54.00	 31.24	 30.00	  0.00
 54.60	 15.86	  5.00	 54.00	 31.24	 30.00	  0.00
 54.70	 17.02	  5.00	 54.00	 31.22	 30.00	  0.00
 54.80	 17.05	  5.00	 54.00	 31.23	 30.00	  0.00
 54.90	 17.08	  5.00	 54.00	 31.24	 30.00	  0.00
 55.00	 17.12	  5.00	 54.00	 31.24	 30.00	  0.00
 55.10	 17.16	  5.00	 54.00	 31.26	 30.00	  0.00
 55.20	 17.18	  5.00	 54.00	 31.25	 30.00	  0.00
 55.30	 17.19	  5.00	 54.00	 31.23	 30.00	  0.00
 55.40	 17.22	  5.00	 54.00	 31.23	 30.00	  0.00
 55.50	 17.25	  5.00	 54.00	 31.24	 30.00	  0.00
 55.60	 17.26	  5.00	 54.00	 31.12	 30.00	  0.00
 55.70	 16.98	  5.00	 54.00	 31.15	 30.00	  0.00
 55.80	 16.99	  5.00	 54.00	 31.14	 30.00	  0.00
 55.90	 16.99	  5.00	 54.00	 31.13	 30.00	  0.00
 56.00	 17.00	  5.00	 54.00	 31.14	 30.00	  0.00
 56.10	 17.02	  5.00	 54.00	 31.18	 30.00	  0.00
 56.20	 17.04	  5.00	 54.00	 31.18	 30.00	  0.00
 56.30	 17.04	  5.00	 54.00	 31.23	 30.00	  0.00
 56.40	 16.78	  5.00	 54.00	 31.23	 30.00	  0.00
 56.50	 16.55	  5.00	 54.00	 31.25	 30.00	  0.00
 56.60	 16.57	  5.00	 54.00	 31.34	 30.00	  0.00
 56.70	 16.55	  5.00	 54.00	 31.35	 30.00	  0.00
 56.80	 16.57	  5.00	 54.00	 31.33	 30.00	  0.00
 56.90	 16.60	  5.00	 54.00	 31.35	 30.00	  0.00
 57.00	 16.62	  5.00	 54.00	 31.30	 30.00	  0.00
 57.10	 16.37	  5.00	 54.00	 31.27	 30.00	  0.00
 57.20	 16.24	  5.00	 54.00	 31.26	 30.00	  0.00
 57.30	 15.88	  5.00	 54.00	 31.22	 30.00	  0.00
 57.40	 16.17	  5.00	 54.00	 31.27	 30.00	  0.00
 57.50	 16.09	  5.00	 54.00	 31.29	 30.00	  0.00
 57.60	 16.10	  5.00	 54.00	 31.27	 30.00	  0.00
 57.70	 16.14	  5.00	 54.00	 31.27	 30.00	  0.00
 57.80	 16.15	  5.00	 54.00	 31.28	 30.00	  0.00
 57.90	 16.18	  5.00	 54.00	 31.23	 30.00	  0.00
 58.00	 15.85	  5.00	 54.00	 31.28	 30.00	  0.00
 58.10	 16.14	  5.00	 54.00	 31.27	 30.00	  0.00
 58.20	 16.32	  5.00	 54.00	 31.29	 30.00	  0.00
 58.30	 16.73	  5.00	 54.00	 31.29	 30.00	  0.00
 58.40	 16.76	  5.00	 54.00	 31.23	 30.00	  0.00
 58.50	 17.12	  5.00	 54.00	 31.23	 30.00	  0.00
 58.60	 16.62	  5.00	 54.00	 31.23	 30.00	  0.00
 58.70	 16.41	  5.00	 54.00	 31.24	 30.00	  0.00
 58.80	 16.45	  5.00	 54.00	 31.24	 30.00	  0.00
 58.90	 16.49	  5.00	 54.00	 22.92	 30.00	  0.00
 59.00	 16.88	  5.00	 54.00	 24.99	 30.00	  0.00
 59.10	 16.92	  5.00	 54.00	 27.08	 30.00	  0.00
 59.20	 16.95	  5.00	 54.00	 29.16	 30.00	  0.00
 59.30	 16.97	  5.00	 54.00	 31.24	 30.00	  0.00
 59.40	 16.99	  5.00	 54.00	 31.26	 30.00	  0.00
 59.50	 16.20	  5.00	 54.00	 31.26	 30.00	  0.00
 59.60	 15.93	  5.00	 54.00	 31.26	 30.00	  0.00
 59.70	 16.50	  5.00	 54.00	 31.26	 30.00	  0.00
 59.80	 16.51	  5.00	 54.00	 31.26	 30.00	  0.00
 59.90	 15.31	  5.00	 54.00	 31.24	 30.00	  0.00
 60.00	 15.30	  5.00	 54.00	 31.24	 30.00	  0.00
 60.10	 14.58	  5.00	 54.00	 31.24	 30.00	  0.00
 60.20	 14.58	  5.00	 54.00	 31.23	 30.00	  0.00
 60.30	 14.59	  5.00	 54.00	 31.21	 30.00	  0.00
 60.40	 14.60	  5.00	 54.00	 31.19	 30.00	  0.00
 60.50	 14.61	  5.00	 54.00	 31.20	 30.00	  0.00
 60.60	 15.45	  5.00	 54.00	 31.20	 30.00	  0.00
 60.70	 14.78	  5.00	 54.00	 31.20	 30.00	  0.00
 60.80	 14.79	  5.00	 54.00	 31.21	 30.00	  0.00
 60.90	 16.01	  5.00	 54.00	 31.21	 30.00	  0.00
 61.00	 16.02	  5.00	 54.00	 31.19	 30.00	  0.00
 61.10	 16.75	  5.00	 54.00	 31.19	 30.00	  0.00
 61.20	 16.76	  5.00	 54.00	 31.18	 30.00	  0.00
 61.30	 16.76	  5.00	 54.00	 31.18	 30.00	  0.00
 61.40	 16.77	  5.00	 54.00	 31.21	 30.00	  0.00
 61.50	 16.68	  5.00	 54.00	 31.21	 30.00	  0.00
 61.60	 15.87	  5.00	 54.00	 31.22	 30.00	  0.00
 61.70	 11.39	  5.00	 54.00	 31.22	 30.00	  0.00
 61.80	 12.61	  5.00	 54.00	 31.20	 30.00	  0.00
 61.90	 13.83	  5.00	 54.00	 31.22	 30.00	  0.00
 62.00	 14.21	  5.00	 54.00	 31.22	 30.00	  0.00
 62.10	 15.43	  5.00	 54.00	 31.21	 30.00	  0.00
 62.20	 15.89	  5.00	 54.00	 31.21	 30.00	  0.00
 62.30	 15.89	  5.00	 54.00	 31.20	 30.00	  0.00
 62.40	 15.89	  5.00	 54.00	 31.20	 30.00	  0.00
 62.50	 15.89	  5.00	 54.00	 31.24	 30.00	  0.00
 62.60	 15.89	  5.00	 54.00	 31.23	 30.00	  0.00
 62.70	 15.23	  5.00	 54.00	 31.27	 30.00	  0.00
 62.80	 14.59	  5.00	 54.00	 31.29	 30.00	  0.00
 62.90	 14.59	  5.00	 54.00	 31.27	 30.00	  0.00
 63.00	 15.19	  5.00	 54.00	 31.26	 30.00	  0.00
 63.10	 15.74	  5.00	 54.00	 31.23	 30.00	  0.00
 63.20	 16.14	  5.00	 54.00	 31.23	 30.00	  0.00
 63.30	 15.46	  5.00	 54.00	 31.33	 30.00	  0.00
 63.40	 14.74	  5.00	 54.00	 31.33	 30.00	  0.00
 63.50	 15.59	  5.00	 54.00	 31.32	 30.00	  0.00
 63.60	 15.59	  5.00	 54.00	 31.32	 30.00	  0.00
 63.70	 14.97	  5.00	 54.00	 31.32	 30.00	  0.00
 63.80	 14.97	  5.00	 54.00	 31.32	 30.00	  0.00
 63.90	 14.40	  5.00	 54.00	 31.33	 30.00	  0.00
 64.00	 13.86	  5.00	 54.00	 31.31	 30.00	  0.00
 64.10	 13.86	  5.00	 54.00	 31.31	 30.00	  0.00
 64.20	 14.53	  5.00	 54.00	 31.28	 30.00	  0.00
 64.30	 15.17	  5.00	 54.00	 31.26	 30.00	  0.00
 64.40	 15.17	  5.00	 54.00	 31.30	 30.00	  0.00
 64.50	 15.17	  5.00	 54.00	 31.29	 30.00	  0.00
 64.60	 14.42	  5.00	 54.00	 31.31	 30.00	  0.00
 64.70	 13.79	  5.00	 54.00	 31.32	 30.00	  0.00
 64.80	 14.47	  5.00	 54.00	 31.26	 30.00	  0.00
 64.90	 14.61	  5.00	 54.00	 31.28	 30.00	  0.00
 65.00	 14.61	  5.00	 54.00	 31.29	 30.00	  0.00
 65.10	 14.61	  5.00	 54.00	 31.29	 30.00	  0.00
 65.20	 15.22	  5.00	 54.00	 31.29	 30.00	  0.00
 65.30	 15.22	  5.00	 54.00	 31.28	 30.00	  0.00
 65.40	 15.79	  5.00	 54.00	 31.28	 30.00	  0.00
 65.50	 16.34	  5.00	 54.00	 31.30	 30.00	  0.00
 65.60	 16.34	  5.00	 54.00	 31.33	 30.00	  0.00
 65.70	 15.63	  5.00	 54.00	 31.33	 30.00	  0.00
 65.80	 15.63	  5.00	 54.00	 31.34	 30.00	  0.00
 65.90	 14.65	  5.00	 54.00	 31.32	 30.00	  0.00
 66.00	 14.04	  5.00	 54.00	 31.32	 30.00	  0.00
 66.10	 14.21	  5.00	 54.00	 31.32	 30.00	  0.00
 66.20	 14.84	  5.00	 54.00	 31.32	 30.00	  0.00
 66.30	 14.84	  5.00	 54.00	 31.33	 30.00	  0.00
 66.40	 15.42	  5.00	 54.00	 31.32	 30.00	  0.00
 66.50	 15.42	  5.00	 54.00	 31.28	 30.00	  0.00
 66.60	 15.43	  5.00	 54.00	 31.28	 30.00	  0.00
 66.70	 15.43	  5.00	 54.00	 31.28	 30.00	  0.00
 66.80	 15.44	  5.00	 54.00	 31.31	 30.00	  0.00
 66.90	 15.44	  5.00	 54.00	 31.30	 30.00	  0.00
 67.00	 15.44	  5.00	 54.00	 31.30	 30.00	  0.00
 67.10	 14.78	  5.00	 54.00	 31.27	 30.00	  0.00
 67.20	 14.96	  5.00	 54.00	 31.28	 30.00	  0.00
 67.30	 14.44	  5.00	 54.00	 31.27	 30.00	  0.00
 67.40	 15.43	  5.00	 54.00	 31.27	 30.00	  0.00
 67.50	 16.05	  5.00	 54.00	 31.27	 30.00	  0.00
 67.60	 16.64	  5.00	 54.00	 31.27	 30.00	  0.00
 67.70	 15.81	  5.00	 54.00	 31.28	 30.00	  0.00
 67.80	 15.83	  5.00	 54.00	 31.28	 30.00	  0.00
 67.90	 15.84	  5.00	 54.00	 31.27	 30.00	  0.00
 68.00	 15.86	  5.00	 54.00	 31.31	 30.00	  0.00
 68.10	 15.36	  5.00	 54.00	 31.30	 30.00	  0.00
 68.20	 15.39	  5.00	 54.00	 31.30	 30.00	  0.00
 68.30	 15.42	  5.00	 54.00	 31.30	 30.00	  0.00
 68.40	 15.44	  5.00	 54.00	 31.25	 30.00	  0.00
 68.50	 15.46	  5.00	 54.00	 31.25	 30.00	  0.00
 68.60	 15.10	  5.00	 54.00	 31.25	 30.00	  0.00
 68.70	 15.67	  5.00	 54.00	 31.24	 30.00	  0.00
 68.80	 16.21	  5.00	 54.00	 31.19	 30.00	  0.00
 68.90	 16.22	  5.00	 54.00	 31.19	 30.00	  0.00
 69.00	 16.23	  5.00	 54.00	 31.18	 30.00	  0.00
 69.10	 16.24	  5.00	 54.00	 31.19	 30.00	  0.00
 69.20	 16.21	  5.00	 54.00	 31.19	 30.00	  0.00
 69.30	 16.22	  5.00	 54.00	 31.18	 30.00	  0.00
 69.40	 16.23	  5.00	 54.00	 31.18	 30.00	  0.00
 69.50	 16.24	  5.00	 54.00	 31.18	 30.00	  0.00
 69.60	 16.75	  5.00	 54.00	 31.19	 30.00	  0.00
 69.70	 16.06	  5.00	 54.00	 31.19	 30.00	  0.00
 69.80	 16.05	  5.00	 54.00	 31.18	 30.00	  0.00
 69.90	 16.05	  5.00	 54.00	 31.22	 30.00	  0.00
 70.00	 15.17	  5.00	 54.00	 31.22	 30.00	  0.00
 70.10	 16.21	  5.00	 54.00	 31.22	 30.00	  0.00
 70.20	 16.21	  5.00	 54.00	 31.26	 30.00	  0.00
 70.30	 16.22	  5.00	 54.00	 31.32	 30.00	  0.00
 70.40	 16.22	  5.00	 54.00	 31.32	 30.00	  0.00
 70.50	 16.23	  5.00	 54.00	 31.33	 30.00	  0.00
 70.60	 16.23	  5.00	 54.00	 31.31	 30.00	  0.00
 70.70	 16.20	  5.00	 54.00	 31.32	 30.00	  0.00
 70.80	 16.20	  5.00	 54.00	 31.36	 30.00	  0.00
 70.90	 16.21	  5.00	 54.00	 31.37	 30.00	  0.00
 71.00	 16.21	  5.00	 54.00	 31.36	 30.00	  0.00
 71.10	 16.21	  5.00	 54.00	 31.35	 30.00	  0.00
 71.20	 16.90	  5.00	 54.00	 31.35	 30.00	  0.00
 71.30	 16.29	  5.00	 54.00	 31.35	 30.00	  0.00
 71.40	 16.30	  5.00	 54.00	 31.36	 30.00	  0.00
 71.50	 16.39	  5.00	 54.00	 31.32	 30.00	  0.00
 71.60	 16.40	  5.00	 54.00	 31.31	 30.00	  0.00
 71.70	 15.60	  5.00	 54.00	 31.27	 30.00	  0.00
 71.80	 15.60	  5.00	 54.00	 31.26	 30.00	  0.00
 71.90	 15.61	  5.00	 54.00	 31.26	 30.00	  0.00
 72.00	 15.61	  5.00	 54.00	 31.26	 30.00	  0.00
 72.10	 15.61	  5.00	 54.00	 31.27	 30.00	  0.00
 72.20	 16.53	  5.00	 54.00	 31.28	 30.00	  0.00
 72.30	 16.53	  5.00	 54.00	 31.24	 30.00	  0.00
 72.40	 15.92	  5.00	 54.00	 31.24	 30.00	  0.00
 72.50	 14.92	  5.00	 54.00	 31.23	 30.00	  0.00
 72.60	 14.92	  5.00	 54.00	 31.23	 30.00	  0.00
 72.70	 14.92	  5.00	 54.00	 31.23	 30.00	  0.00
 72.80	 15.54	  5.00	 54.00	 31.24	 30.00	  0.00
 72.90	 15.54	  5.00	 54.00	 31.23	 30.00	  0.00
 73.00	 16.34	  5.00	 54.00	 31.31	 30.00	  0.00
 73.10	 16.34	  5.00	 54.00	 31.31	 30.00	  0.00
 73.20	 17.15	  5.00	 54.00	 31.31	 30.00	  0.00
 73.30	 17.15	  5.00	 54.00	 31.33	 30.00	  0.00
 73.40	 17.16	  5.00	 54.00	 31.39	 30.00	  0.00
 73.50	 16.48	  5.00	 54.00	 31.38	 30.00	  0.00
 73.60	 16.50	  5.00	 54.00	 31.38	 30.00	  0.00
 73.70	 15.43	  5.00	 54.00	 31.36	 30.00	  0.00
 73.80	 15.44	  5.00	 54.00	 31.36	 30.00	  0.00
 73.90	 16.07	  5.00	 54.00	 31.37	 30.00	  0.00
 74.00	 17.10	  5.00	 54.00	 31.37	 30.00	  0.00
 74.10	 17.11	  5.00	 54.00	 31.35	 30.00	  0.00
 74.20	 17.13	  5.00	 54.00	 31.36	 30.00	  0.00
 74.30	 17.15	  5.00	 54.00	 31.34	 30.00	  0.00
 74.40	 17.17	  5.00	 54.00	 31.34	 30.00	  0.00
 74.50	 17.19	  5.00	 54.00	 31.32	 30.00	  0.00
 74.60	 17.21	  5.00	 54.00	 31.31	 30.00	  0.00
 74.70	 16.62	  5.00	 54.00	 31.31	 30.00	  0.00
 74.80	 16.64	  5.00	 54.00	 31.28	 30.00	  0.00
 74.90	 16.66	  5.00	 54.00	 31.19	 30.00	  0.00
 75.00	 17.37	  5.00	 54.00	 31.20	 30.00	  0.00
 75.10	 17.39	  5.00	 54.00	 31.20	 30.00	  0.00
 75.20	 18.50	  5.00	 54.00	 31.19	 30.00	  0.00
 75.30	 18.52	  5.00	 54.00	 31.20	 30.00	  0.00
 75.40	 18.53	  5.00	 54.00	 31.16	 30.00	  0.00
 75.50	 18.54	  5.00	 54.00	 31.15	 30.00	  0.00
 75.60	 18.03	  5.00	 54.00	 31.18	 30.00	  0.00
 75.70	 18.04	  5.00	 54.00	 31.17	 30.00	  0.00
 75.80	 18.05	  5.00	 54.00	 31.18	 30.00	  0.00
 75.90	 18.06	  5.00	 54.00	 31.18	 30.00	  0.00
 76.00	 17.16	  5.00	 54.00	 31.18	 30.00	  0.00
 76.10	 17.16	  5.00	 54.00	 31.19	 30.00	  0.00
 76.20	 17.78	  5.00	 54.00	 31.18	 30.00	  0.00
 76.30	 17.78	  5.00	 54.00	 31.14	 30.00	  0.00
 76.40	 17.78	  5.00	 54.00	 31.16	 30.00	  0.00
 76.50	 17.77	  5.00	 54.00	 31.18	 30.00	  0.00
 76.60	 17.67	  5.00	 54.00	 31.18	 30.00	  0.00
 76.70	 17.66	  5.00	 54.00	 31.18	 30.00	  0.00
 76.80	 17.66	  5.00	 54.00	 31.17	 30.00	  0.00
 76.90	 17.66	  5.00	 54.00	 31.18	 30.00	  0.00
 77.00	 16.89	  5.00	 54.00	 31.19	 30.00	  0.00
 77.10	 16.71	  5.00	 54.00	 31.18	 30.00	  0.00
 77.20	 16.00	  5.00	 54.00	 31.18	 30.00	  0.00
 77.30	 15.33	  5.00	 54.00	 31.19	 30.00	  0.00
 77.40	 15.33	  5.00	 54.00	 31.19	 30.00	  0.00
 77.50	 16.23	  5.00	 54.00	 31.19	 30.00	  0.00
 77.60	 16.23	  5.00	 54.00	 31.21	 30.00	  0.00
 77.70	 15.57	  5.00	 54.00	 31.23	 30.00	  0.00
 77.80	 15.57	  5.00	 54.00	 31.28	 30.00	  0.00
 77.90	 14.55	  5.00	 54.00	 31.28	 30.00	  0.00
 78.00	 14.55	  5.00	 54.00	 31.24	 30.00	  0.00
 78.10	 14.65	  5.00	 54.00	 31.29	 30.00	  0.00
 78.20	 14.65	  5.00	 54.00	 31.29	 30.00	  0.00
 78.30	 14.65	  5.00	 54.00	 31.30	 30.00	  0.00
 78.40	 14.65	  5.00	 54.00	 31.31	 30.00	  0.00
 78.50	 15.41	  5.00	 54.00	 31.30	 30.00	  0.00
 78.60	 16.12	  5.00	 54.00	 31.31	 30.00	  0.00
 78.70	 16.05	  5.00	 54.00	 31.32	 30.00	  0.00
 78.80	 16.72	  5.00	 54.00	 31.36	 30.00	  0.00
 78.90	 16.72	  5.00	 54.00	 31.35	 30.00	  0.00
 79.00	 16.17	  5.00	 54.00	 31.31	 30.00	  0.00
 79.10	 16.17	  5.00	 54.00	 31.29	 30.00	  0.00
 79.20	 16.83	  5.00	 54.00	 31.27	 30.00	  0.00
 79.30	 16.83	  5.00	 54.00	 31.27	 30.00	  0.00
 79.40	 17.85	  5.00	 54.00	 31.27	 30.00	  0.00
 79.50	 17.85	  5.00	 54.00	 31.29	 30.00	  0.00
 79.60	 17.85	  5.00	 54.00	 31.25	 30.00	  0.00
 79.70	 17.85	  5.00	 54.00	 31.23	 30.00	  0.00
 79.80	 17.61	  5.00	 54.00	 31.20	 30.00	  0.00
 79.90	 17.61	  5.00	 54.00	 31.20	 30.00	  0.00
 80.00	 17.61	  5.00	 54.00	 31.20	 30.00	  0.00
 80.10	 17.61	  5.00	 54.00	 31.22	 30.00	  0.00
 80.20	 18.39	  5.00	 54.00	 31.22	 30.00	  0.00
 80.30	 18.39	  5.00	 54.00	 31.13	 30.00	  0.00
 80.40	 18.40	  5.00	 54.00	 31.14	 30.00	  0.00
